tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
s__konjaci,g__Acidovorax,species,s__konjaci,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__konjaci
g__Kineosphaera,f__Dermatophilaceae,genus,g__Kineosphaera,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__Kineosphaera,
s__limosa,g__Kineosphaera,species,s__limosa,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__Kineosphaera,s__limosa
s__japonicae1,g__Xenorhabdus,species,s__japonicae1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Xenorhabdus,s__japonicae1
s__solfatarensis,g__Bacilluse3,species,s__solfatarensis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__[Thermicanaceae],g__Bacilluse3,s__solfatarensis
s__rubrifaciense1,g__Brenneria,species,s__rubrifaciense1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Brenneria,s__rubrifaciense1
s__yeosuensis,g__Yeosuana,species,s__yeosuensis,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Yeosuana,s__yeosuensis
s__aurantiae1,g__Kushneria,species,s__aurantiae1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Kushneria,s__aurantiae1
s__solie3,g__Pseudoclavibacter,species,s__solie3,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Pseudoclavibacter,s__solie3
s__undicola,g__Agrobacterium,species,s__undicola,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__undicola
s__keyseri,g__Arthrobacter,species,s__keyseri,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter,s__keyseri
s__solie4,g__Sanguibacter,species,s__solie4,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Sanguibacteraceae,g__Sanguibacter,s__solie4
g__Natronorubrum,f__Halobacteriaceae,genus,g__Natronorubrum,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Natronorubrum,
s__thiooxidans,g__Natronorubrum,species,s__thiooxidans,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Natronorubrum,s__thiooxidans
g__Synedra,f__mitochondria,genus,g__Synedra,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Synedra,
s__acus,g__Synedra,species,s__acus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Synedra,s__acus
g__Carteria,f__Chlamydomonadaceae,genus,g__Carteria,Root,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Chlorophyta,f__Chlamydomonadaceae,g__Carteria,
s__cerasiformis,g__Carteria,species,s__cerasiformis,Root,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Chlorophyta,f__Chlamydomonadaceae,g__Carteria,s__cerasiformis
s__zavarzinii,g__Hyphomicrobium,species,s__zavarzinii,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__zavarzinii
s__ferrireducense1,g__Desulfuromusa,species,s__ferrireducense1,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfuromonadales,f__Desulfuromonadaceae,g__Desulfuromusa,s__ferrireducense1
g__Rhodoblastus,f__Methylocystaceae,genus,g__Rhodoblastus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__Rhodoblastus,
s__acidophilus,g__Rhodoblastus,species,s__acidophilus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__Rhodoblastus,s__acidophilus
s__mixta,g__Telluria,species,s__mixta,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Telluria,s__mixta
g__Atopococcus,f__Aerococcaceae,genus,g__Atopococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Atopococcus,
s__tabaci,g__Atopococcus,species,s__tabaci,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Atopococcus,s__tabaci
s__aerogenese1,g__Enterobacter,species,s__aerogenese1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Enterobacter,s__aerogenese1
s__defluvii,g__Acidovorax,species,s__defluvii,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__defluvii
s__halophilae4,g__Alteromonas,species,s__halophilae4,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,s__halophilae4
s__bheemlicus,g__Thiorhodococcus,species,s__bheemlicus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiorhodococcus,s__bheemlicus
s__buryatense,g__Methylomicrobium,species,s__buryatense,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methylomicrobium,s__buryatense
g__Succinispira,f__Veillonellaceae,genus,g__Succinispira,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Succinispira,
s__mobilise2,g__Succinispira,species,s__mobilise2,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Veillonellaceae,g__Succinispira,s__mobilise2
g__Acidimicrobium,f__Acidimicrobiaceae,genus,g__Acidimicrobium,Root,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Acidimicrobium,
s__limicola_III,g__Nostocoida,species,s__limicola_III,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Isosphaeraceae,g__Nostocoida,s__limicola_III
g__Halovivax,f__Halobacteriaceae,genus,g__Halovivax,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halovivax,
s__rubere4,g__Halovivax,species,s__rubere4,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halovivax,s__rubere4
s__ferripilum,g__Alicyclobacillus,species,s__ferripilum,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,s__ferripilum
s__canimorsus,g__Capnocytophaga,species,s__canimorsus,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__canimorsus
g__Scardovia,f__Bifidobacteriaceae,genus,g__Scardovia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,
s__mediterraneuse2,g__Thalassobius,species,s__mediterraneuse2,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thalassobius,s__mediterraneuse2
s__taurinensis,g__Legionella,species,s__taurinensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__taurinensis
s__excentricum,g__Halomicronema,species,s__excentricum,Root,k__Bacteria,p__Cyanobacteria,c__Synechococcophycideae,o__Pseudanabaenales,f__Pseudanabaenaceae,g__Halomicronema,s__excentricum
g__Wenxinia,f__Rhodobacteraceae,genus,g__Wenxinia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Wenxinia,
s__marinae7,g__Wenxinia,species,s__marinae7,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Wenxinia,s__marinae7
s__iburiense,g__Alkalibacterium,species,s__iburiense,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Alkalibacterium,s__iburiense
g__Flexibactere2,f__Cytophagaceae,genus,g__Flexibactere2,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Flexibactere2,
s__rubere5,g__Flexibactere2,species,s__rubere5,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Flexibactere2,s__rubere5
s__anticariensis,g__Halomonas,species,s__anticariensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__anticariensis
p__OC31,k__Bacteria,phylum,p__OC31,Root,k__Bacteria,p__OC31,,,,,
s__farraginis,g__Bacillus,species,s__farraginis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__farraginis
s__azotonutricium,g__Treponema,species,s__azotonutricium,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__azotonutricium
s__seohaensis,g__Halobacillus,species,s__seohaensis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halobacillus,s__seohaensis
g__Fontibacter,f__Cyclobacteriaceae,genus,g__Fontibacter,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Fontibacter,
s__flavus,g__Fontibacter,species,s__flavus,Root,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Fontibacter,s__flavus
s__mali,g__Sphingomonas,species,s__mali,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__mali
g__Lupinus,f__mitochondria,genus,g__Lupinus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Lupinus,
s__luteuse2,g__Lupinus,species,s__luteuse2,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Lupinus,s__luteuse2
g__Nageia,f__mitochondria,genus,g__Nageia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Nageia,
s__nagi,g__Nageia,species,s__nagi,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Nageia,s__nagi
g__Abies,f__mitochondria,genus,g__Abies,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Abies,
s__homolepis,g__Abies,species,s__homolepis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Abies,s__homolepis
g__Primorskyibacter,f__Rhodobacteraceae,genus,g__Primorskyibacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Primorskyibacter,
s__sedentarius,g__Primorskyibacter,species,s__sedentarius,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Primorskyibacter,s__sedentarius
s__xinjiangensise3,g__Halomonas,species,s__xinjiangensise3,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__xinjiangensise3
g__Butyricicoccus,f__Ruminococcaceae,genus,g__Butyricicoccus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Butyricicoccus,
s__pullicaecorum,g__Butyricicoccus,species,s__pullicaecorum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Butyricicoccus,s__pullicaecorum
s__fasciculatum,g__Dictyostelium,species,s__fasciculatum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Dictyostelium,s__fasciculatum
g__Thermoplasma,f__Picrophilaceae,genus,g__Thermoplasma,Root,k__Archaea,p__Euryarchaeota,c__Thermoplasmata,o__Thermoplasmatales,f__Picrophilaceae,g__Thermoplasma,
s__venetianus,g__Acinetobacter,species,s__venetianus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__venetianus
g__Halalkalibacillus,f__Bacillaceae,genus,g__Halalkalibacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halalkalibacillus,
s__halophiluse5,g__Halalkalibacillus,species,s__halophiluse5,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halalkalibacillus,s__halophiluse5
g__Trebouxia,f__mitochondria,genus,g__Trebouxia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Trebouxia,
s__aggregatae2,g__Trebouxia,species,s__aggregatae2,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Trebouxia,s__aggregatae2
s__ramosum,g__Erythromicrobium,species,s__ramosum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Erythromicrobium,s__ramosum
s__stuartii,g__Providencia,species,s__stuartii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Providencia,s__stuartii
s__coralii,g__Enterovibrio,species,s__coralii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Enterovibrio,s__coralii
s__hodogayensis,g__Paenibacillus,species,s__hodogayensis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__hodogayensis
g__Aspromonas,f__Xanthomonadaceae,genus,g__Aspromonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Aspromonas,
s__compostie2,g__Aspromonas,species,s__compostie2,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Aspromonas,s__compostie2
g__Sufflavibacter,f__Flavobacteriaceae,genus,g__Sufflavibacter,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Sufflavibacter,
s__maritimuse2,g__Sufflavibacter,species,s__maritimuse2,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Sufflavibacter,s__maritimuse2
g__Natribacillus,f__Bacillaceae,genus,g__Natribacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Natribacillus,
s__halophiluse6,g__Natribacillus,species,s__halophiluse6,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Natribacillus,s__halophiluse6
g__Kineosporia,f__Kineosporiaceae,genus,g__Kineosporia,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Kineosporiaceae,g__Kineosporia,
s__muris,g__Actinobacillus,species,s__muris,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Actinobacillus,s__muris
s__influenzae-murium,g__Haemophilus,species,s__influenzae-murium,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__influenzae-murium
s__mairii,g__Pasteurella,species,s__mairii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__mairii
s__eckloniaee1,g__Croceitalea,species,s__eckloniaee1,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Croceitalea,s__eckloniaee1
g__Halopelagius,f__Halobacteriaceae,genus,g__Halopelagius,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halopelagius,
s__ochraceae1,g__Leptothrix,species,s__ochraceae1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Leptothrix,s__ochraceae1
g__Haloactinospora,f__Nocardiopsaceae,genus,g__Haloactinospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiopsaceae,g__Haloactinospora,
s__albae2,g__Haloactinospora,species,s__albae2,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiopsaceae,g__Haloactinospora,s__albae2
g__Marinosulfonomonas,f__Rhodobacteraceae,genus,g__Marinosulfonomonas,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Marinosulfonomonas,
s__methylotropha,g__Marinosulfonomonas,species,s__methylotropha,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Marinosulfonomonas,s__methylotropha
s__jeotgalie1,g__Halomonas,species,s__jeotgalie1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__jeotgalie1
s__oryzaee5,g__Weissella,species,s__oryzaee5,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Weissella,s__oryzaee5
g__Woodsholea,f__Hyphomonadaceae,genus,g__Woodsholea,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Woodsholea,
s__maritima,g__Woodsholea,species,s__maritima,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Woodsholea,s__maritima
g__Desulfitispora,f__Peptococcaceae,genus,g__Desulfitispora,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfitispora,
s__alkaliphila,g__Desulfitispora,species,s__alkaliphila,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfitispora,s__alkaliphila
s__vulgarise1,g__Desulfovibrio,species,s__vulgarise1,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__vulgarise1
g__Piezobacter,f__Rhodobacteraceae,genus,g__Piezobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Piezobacter,
s__thermophiluse3,g__Piezobacter,species,s__thermophiluse3,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Piezobacter,s__thermophiluse3
g__Methylovorus,f__Methylophilaceae,genus,g__Methylovorus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylovorus,
s__glucosotrophus,g__Methylovorus,species,s__glucosotrophus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylovorus,s__glucosotrophus
g__Saccharina,f__mitochondria,genus,g__Saccharina,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Saccharina,
s__longipedalis,g__Saccharina,species,s__longipedalis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Saccharina,s__longipedalis
g__Thermodesulfatator,f__Thermodesulfobacteriaceae,genus,g__Thermodesulfatator,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Thermodesulfobacteriales,f__Thermodesulfobacteriaceae,g__Thermodesulfatator,
s__gergoviae,g__Enterobacter,species,s__gergoviae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Enterobacter,s__gergoviae
s__comandoni,g__Acanthamoeba,species,s__comandoni,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Acanthamoeba,s__comandoni
f__OTUb7,o__Ignavibacteriales,family,f__OTUb7,Root,k__Bacteria,p__Chlorobi,c__Ignavibacteria,o__Ignavibacteriales,f__OTUb7,,
s__retroflexus,g__Stenotrophomonas,species,s__retroflexus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__retroflexus
s__gracilise1,g__Mucilaginibacter,species,s__gracilise1,Root,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__gracilise1
s__gifhornensis,g__Verrucosispora,species,s__gifhornensis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,g__Verrucosispora,s__gifhornensis
g__Aquirestis,f__Saprospiraceae,genus,g__Aquirestis,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Saprospiraceae,g__Aquirestis,
s__calciphila,g__Aquirestis,species,s__calciphila,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Saprospiraceae,g__Aquirestis,s__calciphila
s__centenum,g__Rhodospirillum,species,s__centenum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Rhodospirillum,s__centenum
g__Rahnella,f__Enterobacteriaceae,genus,g__Rahnella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Rahnella,
s__aquatilise1,g__Rahnella,species,s__aquatilise1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Rahnella,s__aquatilise1
g__Roseisalinus,f__Rhodobacteraceae,genus,g__Roseisalinus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseisalinus,
s__antarcticuse2,g__Roseisalinus,species,s__antarcticuse2,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseisalinus,s__antarcticuse2
g__Thioclava,f__Rhodobacteraceae,genus,g__Thioclava,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thioclava,
s__pacificae2,g__Thioclava,species,s__pacificae2,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thioclava,s__pacificae2
s__acidurici,g__Clostridium,species,s__acidurici,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__acidurici
g__Cerasicoccus,f__[Cerasicoccaceae],genus,g__Cerasicoccus,Root,k__Bacteria,p__Verrucomicrobia,c__Opitutae,o__[Cerasicoccales],f__[Cerasicoccaceae],g__Cerasicoccus,
s__sediminise3,g__Nonlabens,species,s__sediminise3,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Nonlabens,s__sediminise3
g__Celeribacter,f__Rhodobacteraceae,genus,g__Celeribacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Celeribacter,
s__baekdonensis,g__Celeribacter,species,s__baekdonensis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Celeribacter,s__baekdonensis
s__acidocaldariuse1,g__Sulfolobus,species,s__acidocaldariuse1,Root,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__acidocaldariuse1
s__thermosuccinogenes,g__Clostridiume4,species,s__thermosuccinogenes,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Clostridiume4,s__thermosuccinogenes
g__Fulvimonas,f__Xanthomonadaceae,genus,g__Fulvimonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Fulvimonas,
s__solie5,g__Fulvimonas,species,s__solie5,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Fulvimonas,s__solie5
s__rappini,g__Flexispira,species,s__rappini,Root,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Flexispira,s__rappini
g__Asarum,f__mitochondria,genus,g__Asarum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Asarum,
s__canadense,g__Asarum,species,s__canadense,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Asarum,s__canadense
s__arvensicola,g__Chitinophaga,species,s__arvensicola,Root,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__Chitinophaga,s__arvensicola
g__Gnetum,f__mitochondria,genus,g__Gnetum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Gnetum,
s__gnemon,g__Gnetum,species,s__gnemon,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Gnetum,s__gnemon
s__koreensise1,g__Virgibacillus,species,s__koreensise1,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Virgibacillus,s__koreensise1
s__nitrosa,g__Nitrosomonas,species,s__nitrosa,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__Nitrosomonas,s__nitrosa
g__Candidatus_Tremblaya,f__Tremblayaceae,genus,g__Candidatus_Tremblaya,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Tremblayales,f__Tremblayaceae,g__Candidatus_Tremblaya,
g__Halorientalis,f__Halobacteriaceae,genus,g__Halorientalis,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halorientalis,
